type_transaction,type_bien,prix,surface,nb_pieces,nb_chambres,ville,code_postal,description,source
vente,Appartement,325000.0,117.0,5.0,,Compiègne,60200,"Appartement duplex — hyper-centre de Compiègne. Situé en hyper-centre de Compiègne, à deux pas du château impérial, et des commerces, cet appartement duplex en 2ème étage bénéficie d'une localisation idéale dans l'une des villes les mieux desservies de l'Oise — à 50 min de Paris en train direct.",orpi
vente,Appartement,325000.0,65.0,3.0,,Fort,80120,"Appartement FORT MAHON PLAGE. Votre agence ORPI vous propose ce bel appartement de 65 m², comprenant deux chambres, situé dans une résidence récente avec ascenseur à Fort-Mahon, à deux pas de la plage.",orpi
vente,Appartement,321700.0,83.0,4.0,,Schiltigheim,67300,"Appartement avec jardin – 4 pièces – 83 m² – Résidence récente – Schiltigheim . Dans un environnement recherché, au sein d’une résidence contemporaine de 2017, découvrez ce superbe appartement 4 pièces de 83 m², alliant confort moderne et qualité de vie.",orpi
vente,Appartement,320000.0,70.0,3.0,2.0,Marseille,13007,"Appartement remis à neuf 1 er étage   ,eau chaude  individuelle , chauffage individuel par Clim réversible 2 chambres avec penderie , une grande pièce à vivre avec cuisine ouverte ,salle de douches,...",pap
vente,Appartement,320000.0,36.0,2.0,1.0,Paris,75018,"Paris 18ème – 2 pièces 36 m² au calme. Dans un quartier vivant et recherché du 18ème arrondissement, à proximité des commerces et des transports.  Appartement situé en fond de cour au 2ème étage sans...",pap
vente,Appartement,319000.0,80.0,3.0,2.0,Saint-pierre,97400,"Exclusif, un superbe appartement T3 de 80m2 en Hyper Centre de Saint-Pierre. Au 2ème étage sur 5, avec ascenseur, d’une résidence de 2003 récemment ravalée. Vous entrez dans une pièce de vie...",pap
vente,Appartement,309000.0,32.0,1.0,,La Turbie,6320,,entreparticuliers
vente,Appartement,305000.0,48.0,2.0,,Vanves,92170,"2 pièces à 4 minutes du Métro 13 !. VANVES PLATEAU. 4 minutes METRO 13 / 8 minutes TRAM Brancion / 10 minutes GARE. En limite du 15e arrondissement, dans une copropriété de 1984 avec espaces verts et gardien, 2 pièces de 47,53 m², en rez-de-chaussée donnant sur les jardins de la copropriété, comprenant : une entrée, un séjour de 19,33 m² avec une cuisine semi ouverte aménagée et équipée de 6,46 m², un dégagement avec placard, une chambre, une salle de bains et des WC séparés.",orpi
vente,Appartement,300000.0,42.79,3.0,2.0,Paris,75013,"Dans une copropriété du début des années 1900, au 1er étage, au calme sur cour, cet appartement de 3 pièces de 42,79 m² situé au 1er étage, actuellement composé d'une entrée, un séjour, deux...",pap
vente,Appartement,299000.0,79.0,4.0,3.0,Aubervilliers,93300,"Bien situé, dans un quartier résidentiel, à proximité immédiate des commerces et commodités, et à 7 minutes à pied du Métro Fort d'Aubervilliers (L.7).  Dans une résidence récente (2015) bien...",pap
vente,Appartement,299000.0,66.0,3.0,,Villiers,94350,Appartement À Vendre. Villiers-sur-Marne – Le Triplex Rare et Ultra-Calme avec Terrasse et Garage,orpi
vente,Appartement,299000.0,58.0,3.0,,Lyon,69001,,entreparticuliers
vente,Appartement,289000.0,36.0,2.0,1.0,Paris,75018,Charmant 2 pièces rénové – Calme sur cour – Lumineux – Cheminée – Secteur Rochechouart / Montmartre  À seulement 100 mètres des métros Barbès-Rochechouart (lignes 2 et 4) et à proximité immédiate de...,pap
vente,Appartement,280000.0,30.0,2.0,1.0,Paris,75020,"Appartement Village Jourdain, Paris 20ᵉ 2 pièces, 30 m² - 280 000 €  Au pied du métro Jourdain, 2 pièces de 29,69 m² loi Carrez : 22,80 m² en propriété + 6,89 m² en jouissance exclusive (donc exonéré...",pap
vente,Appartement,275000.0,28.0,2.0,1.0,Paris,75018,"Appartement comprenant chambre, séjour cuisine, salle de bain avec wc, **entièrement refait en 2016 avec isolation intérieure**, 2ème étage sans ascenseur, tout près métro Marx Dormoy. Charges...",pap
vente,Appartement,267750.0,69.0,3.0,,Guérande,44350,,entreparticuliers
vente,Appartement,265000.0,67.0,3.0,2.0,Caluire-et-cuire,69300,"Appartement T2bis – 67 m² - Caluire-et-Cuire secteur Ile Barbe Prix : 265 000 € A deux pas de l’Ile Barbe, dans un environnent calme, découvrez ce bel appartement de 67 m², situé en RDC d’une petite...",pap
vente,Appartement,259000.0,34.0,2.0,1.0,Paris,75018,"Entre Marx Dormoy et porte de la chapelle, 2 pièces sur cour, très calme et très lumineux. Traversant, cour/cour. Refait à neuf. Coin cuisine entièrement équipée (réfrigérateur, plaques, four), dans...",pap
vente,Appartement,252000.0,33.12,2.0,1.0,Paris,75018,"Paris 18ème, Porte de Saint-Ouen, bel appartement 2 pièces, refait à neuf de 33,12 m2 au 5ème étage sans ascenseur. Exposition Sud-Ouest, au calme, sur cour. Entrée, placard. Cuisine ouverte...",pap
vente,Appartement,248000.0,65.0,3.0,2.0,Rouen,76000,15/03/2026 Très bel appartement f3 Meuble 65 M2 Secteur hyper centre place du vieux marché avec vue imprenable sur la place . Appartement lumineux et traversant entièrement rénové en 2020 avec...,pap
vente,Appartement,243000.0,74.0,4.0,3.0,Villeurbanne,69100,"Appartement traversant  T4 de 74 m² – Quartier Gratte-Ciel, Villeurbanne , DPE : C.  Situé dans une résidence calme et bien entretenue avec gardien, cet appartement  bénéficie d’un emplacement idéal...",pap
vente,Appartement,235000.0,64.0,3.0,,La Mulatière,69350,"Appartement À Vendre. La Mulatière, Chemin de Fontanières, dans copropriété de standing de 2017, agréable et lumineux F3 en duplex inversé, se composant au rez-de-chaussée, deux chambres avec placards donnant sur une première terrasse, une salle de bains avec WC, une buanderie et un dressing. A l'étage, vous trouverez une salle d'eau avec WC, un placard, et une pièce de vie avec cuisine aménagée et équipée donnant sur une seconde terrasse sans vis à vis et avec une très belle vue sur Lyon.",orpi
vente,Appartement,235000.0,39.0,2.0,,Aubervilliers,93300,"À Vendre Mairie d'Aubervilliers. Votre agence ORPI vous propose en exclusivité ce 2 pièces lumineux (exposition plein sud) avec balcon et place de parking idéalement situé dans une copropriété livrée 2020 à 150m de la station mairie d'Aubervilliers (hyper centre) comprenant: une entrée, un séjour donnant sur le balcon, une cuisine équipé, une salle de bain, une chambre, au sous sol une place de parking.",orpi
vente,Appartement,230000.0,49.0,2.0,1.0,Mareil-marly,78750,"À Mareil Marly, au sein d'une résidence arborée, calme et très bien entretenue avec piscine et gardien, au 2 eme étage sur 3, appartement de 49 m2. Comprenant une entrée, avec un espace de rangement,...",pap
vente,Appartement,230000.0,26.0,2.0,1.0,Paris,75010,"Idéalement situé au croisement des 10e, 11e, 19e et 20e arrondissements, dans un quartier vivant et recherché, cet appartement se trouve au 2e étage d’un immeuble sur cour. Découvrez ce 2 pièces de...",pap
vente,Appartement,229000.0,68.0,3.0,,Talange,57525,"Appartement À Vendre. Situé sur la commune de Talange, à proximité immédiate des axes autoroutiers et de toutes les commodités (commerces, écoles, transports et services), cet appartement offre un cadre de vie particulièrement pratique et agréable.",orpi
vente,Appartement,229000.0,56.0,3.0,,Le Pradet,83220,"LE PRADET - T3 en dernier étage avec place de parking privative. Venez découvrir ce superbe T3 au cœur du village, dans une petite résidence sécurisée.",orpi
vente,Appartement,224700.0,85.0,3.0,,Cayenne,97300,"Appartement T3 - Quartier Hibiscus. Découvrez ce superbe appartement, situé dans un quartier prisé de Cayenne.",orpi
vente,Appartement,223900.0,125.0,5.0,,Reims,51100,"Au premier étage, Appartement 124 M2 DPE C comprenant , entrée , dressing , cuisine , séjour , dégagement , 4 chambres , deux salles eau , placard , wc , balcon, syndic bénévole pas de charges de copropriété .",orpi
vente,Appartement,222600.0,62.0,3.0,,Auray,56400,,entreparticuliers
vente,Appartement,219500.0,45.0,2.0,1.0,Royan,17200,"Quartier Le Chay-les-Gardes. Appartement de 2 pièces principales d'une surface de 45 m2, au 3ᵉ et dernier étage avec ascenseur. Il dispose d'une terrasse de 10 m2, équipée de stores bannes. Vous...",pap
vente,Appartement,215000.0,51.0,2.0,1.0,Bron,69500,"Bron hyper-centre - Apt T2 traversant 51 m² — Balcon — DPE D — Garage box 12m²  Appartement **T2 traversant** de 51,1m² (loi Carrez), 2ème étage sur 4 avec ascenseur, dans une résidence calme et...",pap
vente,Appartement,212000.0,45.0,2.0,1.0,Bobigny,93000,"Élégant appartement T2 rénové situé au 1er étage avec une loggia et un parking privatif à Bobigny Dans un environnement calme et recherché, à proximité immédiate des transports en commun et des...",pap
vente,Appartement,208000.0,45.0,2.0,,Sainte-maxime,83120,,entreparticuliers
vente,Appartement,199900.0,47.0,2.0,,Lille,59000,"EXCLUSIVITÉ ORPI – T2 COUP DE CŒUR – EURATECHNOLOGIES - PLACE DE STATIONNEMENT EN SOUS SOL - BALCON. Idéalement situé rue Copernic, au cœur du très recherché secteur Euratechnologies, découvrez ce superbe appartement T2 niché dans une résidence récente de 2016, alliant modernité, confort et sécurité.",orpi
vente,Appartement,199000.0,73.0,4.0,,Brou-sur-chantereine,77177,,entreparticuliers
vente,Appartement,197000.0,73.0,3.0,,Beauchamp,95250,,entreparticuliers
vente,Appartement,195000.0,13.0,1.0,,Paris,75016,Studio 18 mètres carrés au sol. Dernier étage avec ascenseur. Accès cour à vélo. Proximité commerce et marché. Métro. Deux velux neufs. Une pièce principale une cuisine équipée avec plaque frigidaire...,pap
vente,Appartement,189900.0,54.0,3.0,,Strasbourg,67000,"Appartement T3 Robertsau.. Découvrez cet appartement à vendre, idéalement situé dans le quartier prisé de La Robertsau à Strasbourg. Avec une surface de 54 m², ce bien offre un espace de vie confortable et fonctionnel. Il joui d’un extérieur et d’une possibilité de stationnement.",orpi
vente,Appartement,189000.0,42.0,2.0,,Les Sables,85100,"Appartement À Vendre. Proche des quais, au calme, parfait état pour cet appartement de Type 2 entièrement rénové dans une petite résidence.",orpi
vente,Appartement,185000.0,67.0,3.0,2.0,Ulis,91940,"Bien situé, dans un quartier résidentiel calme des Ulis, à quelques pas du Parc Paul Loridant, à proximité immédiate des commodités. Écoles maternelles et primaires, collèges et structures sportives...",pap
vente,Appartement,182000.0,68.0,3.0,,Salon,13300,"APPARTEMENT CENTRE VILLE TYPE 3 AVEC CAVE ET EXTERIEUR. Au cœur du centre-ville de Salon-de-Provence, l’agence Orpi a le plaisir de vous présenter en exclusivité ce superbe appartement T3 rénové de 68 m², offrant un cadre de vie rare avec cour/jardinet, balcon et cave privative.",orpi
vente,Appartement,181000.0,90.0,5.0,,Vitrolles,13127,,entreparticuliers
vente,Appartement,180500.0,41.0,2.0,,Larmor,56260,"Situé à Larmor-Plage, dans une copropriété calme et agréable, découvrez cet appartement de 41 m² offrant un cadre de vie paisible avec une vue dégagée sur la nature.",orpi
vente,Appartement,179000.0,64.0,3.0,,Rodez,12000,"À vendre Bourran, Rodez – Appartement T3 lumineux , Terrasse, Stationnement couvert. Situé dans le très recherché secteur de Bourran à Rodez, venez découvrir ce bel appartement T3, situé au premier étage sans ascenseur d’une résidence agréable et bien entretenue.",orpi
vente,Appartement,177320.0,72.0,3.0,,Rennes,35000,,entreparticuliers
vente,Appartement,177000.0,42.0,2.0,1.0,Jouy-le-moutier,95280,"Jouy-le-Moutier - Cœur de ville.  Appartement **lumineux en excellent état dans résidence récente**, d'une superficie de 42m² composé : - d'une cuisine équipée (four, plaques, hotte, lave-vaisselle)...",pap
vente,Appartement,175000.0,99.0,5.0,,Argelès-sur-mer,66700,,entreparticuliers
vente,Appartement,171000.0,30.0,1.0,,Lille,59800,"Appartement À Vendre. Découvrez ce superbe studio de 30 m² idéalement situé dans le quartier recherché de Vauban-Esquermes à Lille. Baigné de lumière grâce à ses larges ouvertures, cet appartement offre un cadre de vie particulièrement agréable et fonctionnel.",orpi
vente,Appartement,169000.0,56.0,3.0,,Bron,69500,Appartement à vendre. EXCLUSIVITÉ ORPI – T3 RÉNOVÉ ET CLIMATISÉ AU DERNIER ÉTAGE – BRON PETIT PARILLY,orpi
vente,Appartement,169000.0,42.0,2.0,,Cergy,95800,Appartement F2 Rez-de-Jardin Cergy Le Haut. CERGY-LE-HAUT – Rez-de-jardin avec terrasse et jardin,orpi
vente,Appartement,168000.0,60.0,3.0,2.0,Orléans,45000,Joli appartement de type T3 de 60 m² en bord de Loire situé Quai Madeleine. Rénové en 2021 et 2022. 2 chambres et un dressing qui sert de rangement. Terrasse dans une des 2 chambres avec très belle...,pap
vente,Appartement,168000.0,17.0,1.0,,Paris,75020,"Charmant studio de caractère dans un immeuble de standing doté d'un hall d'entrée spacieux avec double digicode. Situé au RDC sur cour, calme, sécurisé et clair, il séduit par sa belle hauteur sous...",pap
vente,Appartement,159000.0,38.0,2.0,,Vaujours,93410,"Appartement F2 à Vendre à TREMBLAY. Votre agence ORPI vous propose ce bel appartement F2, idéalement situé à Vaujours secteur vert galant. Il offre 38,27 m² bien agencés dans un immeuble de 1998. En bon état, il comprend une chambre, un séjour lumineux, un balcon pour profiter de l’extérieur, une cave et un emplacement de parking extérieur. Proche des transports et des commerces. Parfait pour un premier achat ou un investissement locatif.",orpi
vente,Appartement,159000.0,13.7,1.0,,Paris,75013,"**Charmant studio lumineux avec terrasse – Dernier étage** – Paris 13ᵉ.  Venez découvrir ce studio situé au 7ᵉ et dernier étage d'un immeuble bien entretenu avec ascenseur, construit en 1951, entre...",pap
vente,Appartement,154900.0,61.0,3.0,2.0,Niort,79000,"À vendre à Niort, dans une résidence calme et bien entretenue construite en 2010, bel appartement T3 de 61 m², situé au 2e étage, avec balcon et 2 places de parking privatives extérieures. ...",pap
vente,Appartement,149000.0,28.0,1.0,,Nice,6000,Agences s'abstenir. 149.000 €. F1 de 28 m² non-meublé. Vide de toute occupation. Au 13 rue Dabray 06000 Nice au RDC dans une copropriété sécurisée par un portail électrique avec badge-vigik.  Cet...,pap
vente,Appartement,144500.0,28.0,1.0,,Villeneuve-le-roi,94290,,entreparticuliers
vente,Appartement,138450.0,50.0,2.0,,Toulouse,31400,"T2 50m2 BUSCA - CRAMPEL. Toulouse proche pont des demoiselles - BUSCA, canal du midi et serres municipales,",orpi
vente,Appartement,135000.0,47.0,2.0,1.0,Arles,13104,"Charmant appartement de 47 m² avec une chambre  Découvrez ce bel appartement de 47 m², idéalement agencé et parfaitement adapté pour une personne seule, un couple ou un investissement locatif. Situé...",pap
vente,Appartement,129900.0,43.0,2.0,,Saint,31650,"Saint-Orens, Appartement T2 au calme, terrasse et commerces à pied. SAINT-ORENS – Appartement T2 avec terrasse, deux stationnements – Résidence 2019 – VENDU LIBRE",orpi
vente,Appartement,127000.0,48.0,2.0,1.0,Étampes,91150,"Situé en plein cœur du centre-ville d'Étampe, l'appartement bénéficie d'un emplacement privilégié. Commerces de proximité au pied de l'immeuble (boulangeries, supermarchés, pharmacies, restaurants),...",pap
vente,Appartement,125000.0,35.0,2.0,,Saint,66750,"Vue Marina : T2 cabine. Dans un environnement privilégié au cœur de la marina de Saint-Cyprien, appartement bénéficiant d’un cadre de vie agréable avec les bateaux à proximité et une atmosphère typiquement méditerranéenne.",orpi
vente,Appartement,119000.0,53.0,3.0,,Metz,57050,"Appartement À Vendre. Appartement de 52 m² situé à Metz, dans le quartier de La Patrotte .",orpi
vente,Appartement,115000.0,74.0,3.0,1.0,Saint-privat,7200,"Situé au 1ᵉʳ étage d'un ancien moulinage en pierre, qui compte 2 étages. Dans un cadre agréable, accès directe aux rives de l'Ardèche, à la voie cyclable et piétonne qui la longe.  Appartement à...",pap
vente,Appartement,115000.0,67.0,3.0,,Saint,38400,"A vendre appartement T3 avec terrasse 22m2 et cave. Bel appartement T3 en bon état, classé C (DPE), offrant une grande terrasse idéalement exposée et une cave :",orpi
vente,Appartement,110000.0,10.5,1.0,,Paris,75116,"**Belle studette meublée** au 7 ème étage sans ascenseur. Claire, belle vue dégagée, grande fenêtre double vitrage, calme. La studette se trouve dans un immeuble Haussmannien de très grand standing...",pap
